formula,formula,score
d5_xboole_0,t57_xboole_1,inf
d5_xboole_0,t10_xboole_1,inf
d5_xboole_0,t4_xboole_0,5.333333333333333
d5_xboole_0,t16_xboole_1,24.0
d5_xboole_0,rc2_xboole_0,inf
d5_xboole_0,d4_xboole_0,0.64
d5_xboole_0,t24_xboole_1,40.0
d5_xboole_0,dt_k4_xboole_0,inf
d5_xboole_0,l36_xboole_1,40.0
d5_xboole_0,d10_xboole_0,24.0
d5_xboole_0,t19_xboole_1,inf
d5_xboole_0,t43_xboole_1,inf
d5_xboole_0,t26_xboole_1,inf
d5_xboole_0,t13_xboole_1,inf
d5_xboole_0,t6_boole,32.0
d5_xboole_0,l32_xboole_1,48.0
d5_xboole_0,l13_xboole_0,32.0
d5_xboole_0,t54_xboole_1,40.0
d5_xboole_0,t2_boole,32.0
d5_xboole_0,d2_xboole_0,24.0
d5_xboole_0,t31_xboole_1,inf
d5_xboole_0,t30_xboole_1,80.0
d5_xboole_0,t18_xboole_1,inf
d5_xboole_0,t52_xboole_1,40.0
d5_xboole_0,t3_xboole_0,0.0
d5_xboole_0,t55_xboole_1,48.0
d5_xboole_0,t12_xboole_1,38.935637740407415
d5_xboole_0,d7_xboole_0,48.0
d5_xboole_0,t67_xboole_1,64.0
d5_xboole_0,antisymmetry_r2_hidden,0.0
d5_xboole_0,t7_xboole_0,16.0
d5_xboole_0,t4_boole,32.0
d5_xboole_0,t69_xboole_1,inf
dt_k1_xboole_0,t4_xboole_1,inf
dt_k1_xboole_0,t1_xboole_0,inf
dt_k1_xboole_0,t14_xboole_1,inf
dt_k1_xboole_0,t29_xboole_1,inf
dt_k1_xboole_0,antisymmetry_r2_xboole_0,inf
dt_k1_xboole_0,t44_xboole_1,inf
dt_k1_xboole_0,t2_xboole_0,inf
dt_k1_xboole_0,t45_xboole_1,inf
dt_k1_xboole_0,t6_xboole_0,inf
dt_k1_xboole_0,fc5_xboole_0,inf
dt_k1_xboole_0,t56_xboole_1,inf
dt_k1_xboole_0,fc4_xboole_0,inf
dt_k1_xboole_0,t11_xboole_1,inf
dt_k1_xboole_0,t60_xboole_1,inf
dt_k1_xboole_0,t35_xboole_1,inf
dt_k1_xboole_0,d6_xboole_0,inf
dt_k1_xboole_0,t15_xboole_1,inf
dt_k1_xboole_0,l58_xboole_1,inf
dt_k1_xboole_0,t33_xboole_1,inf
dt_k1_xboole_0,commutativity_k5_xboole_0,inf
dt_k1_xboole_0,irreflexivity_r2_xboole_0,inf
dt_k1_xboole_0,t57_xboole_1,inf
dt_k1_xboole_0,t10_xboole_1,inf
dt_k1_xboole_0,t4_xboole_0,inf
dt_k1_xboole_0,t16_xboole_1,inf
dt_k1_xboole_0,rc2_xboole_0,inf
dt_k1_xboole_0,d4_xboole_0,inf
dt_k1_xboole_0,t24_xboole_1,inf
dt_k1_xboole_0,dt_k4_xboole_0,0.0
dt_k1_xboole_0,l36_xboole_1,inf
dt_k1_xboole_0,d10_xboole_0,inf
dt_k1_xboole_0,t19_xboole_1,inf
dt_k1_xboole_0,t43_xboole_1,inf
dt_k1_xboole_0,t26_xboole_1,inf
dt_k1_xboole_0,t13_xboole_1,inf
dt_k1_xboole_0,t6_boole,inf
dt_k1_xboole_0,l32_xboole_1,inf
dt_k1_xboole_0,l13_xboole_0,inf
dt_k1_xboole_0,t54_xboole_1,inf
dt_k1_xboole_0,t2_boole,inf
dt_k1_xboole_0,d2_xboole_0,inf
dt_k1_xboole_0,t31_xboole_1,inf
dt_k1_xboole_0,t30_xboole_1,inf
dt_k1_xboole_0,t18_xboole_1,inf
dt_k1_xboole_0,t52_xboole_1,inf
dt_k1_xboole_0,t3_xboole_0,inf
dt_k1_xboole_0,t55_xboole_1,inf
dt_k1_xboole_0,t12_xboole_1,inf
dt_k1_xboole_0,d7_xboole_0,inf
dt_k1_xboole_0,t67_xboole_1,inf
dt_k1_xboole_0,antisymmetry_r2_hidden,inf
dt_k1_xboole_0,t7_xboole_0,inf
dt_k1_xboole_0,t4_boole,inf
dt_k1_xboole_0,t69_xboole_1,inf
t4_xboole_1,t1_xboole_0,inf
t4_xboole_1,t14_xboole_1,24.0
t4_xboole_1,t29_xboole_1,inf
t4_xboole_1,antisymmetry_r2_xboole_0,inf
t4_xboole_1,t44_xboole_1,inf
t4_xboole_1,t2_xboole_0,24.0
t4_xboole_1,t45_xboole_1,13.617806222137387
t4_xboole_1,t6_xboole_0,inf
t4_xboole_1,fc5_xboole_0,inf
t4_xboole_1,t56_xboole_1,inf
t4_xboole_1,fc4_xboole_0,inf
t4_xboole_1,t11_xboole_1,inf
t4_xboole_1,t60_xboole_1,inf
t4_xboole_1,t35_xboole_1,inf
t4_xboole_1,d6_xboole_0,10.505292074755511
t4_xboole_1,t15_xboole_1,6.404451555534347
t4_xboole_1,l58_xboole_1,inf
t4_xboole_1,t33_xboole_1,inf
t4_xboole_1,commutativity_k5_xboole_0,8.0
t4_xboole_1,irreflexivity_r2_xboole_0,inf
t4_xboole_1,t57_xboole_1,inf
t4_xboole_1,t10_xboole_1,inf
t4_xboole_1,t4_xboole_0,inf
t4_xboole_1,t16_xboole_1,8.0
t4_xboole_1,rc2_xboole_0,inf
t4_xboole_1,d4_xboole_0,24.0
t4_xboole_1,t24_xboole_1,12.56832197407822
t4_xboole_1,dt_k4_xboole_0,inf
t4_xboole_1,l36_xboole_1,12.424216738930504
t4_xboole_1,d10_xboole_0,12.0
t4_xboole_1,t19_xboole_1,inf
t4_xboole_1,t43_xboole_1,inf
t4_xboole_1,t26_xboole_1,inf
t4_xboole_1,t13_xboole_1,inf
t4_xboole_1,t6_boole,12.0
t4_xboole_1,l32_xboole_1,16.0
t4_xboole_1,l13_xboole_0,12.0
t4_xboole_1,t54_xboole_1,12.424216738930504
t4_xboole_1,t2_boole,10.0
t4_xboole_1,d2_xboole_0,8.0
t4_xboole_1,t31_xboole_1,inf
t4_xboole_1,t30_xboole_1,23.78610067276129
t4_xboole_1,t18_xboole_1,inf
t4_xboole_1,t52_xboole_1,10.505292074755511
t4_xboole_1,t3_xboole_0,inf
t4_xboole_1,t55_xboole_1,14.365276244330317
t4_xboole_1,t12_xboole_1,18.226862546998124
t4_xboole_1,d7_xboole_0,16.0
t4_xboole_1,t67_xboole_1,24.0
t4_xboole_1,antisymmetry_r2_hidden,inf
t4_xboole_1,t7_xboole_0,6.0
t4_xboole_1,t4_boole,10.0
t4_xboole_1,t69_xboole_1,inf
t1_xboole_0,t14_xboole_1,inf
t1_xboole_0,t29_xboole_1,inf
t1_xboole_0,antisymmetry_r2_xboole_0,inf
t1_xboole_0,t44_xboole_1,inf
t1_xboole_0,t2_xboole_0,0.8888888888888888
t1_xboole_0,t45_xboole_1,inf
t1_xboole_0,t6_xboole_0,1.0
t1_xboole_0,fc5_xboole_0,inf
t1_xboole_0,t56_xboole_1,inf
t1_xboole_0,fc4_xboole_0,inf
t1_xboole_0,t11_xboole_1,inf
t1_xboole_0,t60_xboole_1,inf
t1_xboole_0,t35_xboole_1,inf
t1_xboole_0,d6_xboole_0,inf
t1_xboole_0,t15_xboole_1,inf
t1_xboole_0,l58_xboole_1,inf
t1_xboole_0,t33_xboole_1,inf
t1_xboole_0,commutativity_k5_xboole_0,inf
t1_xboole_0,irreflexivity_r2_xboole_0,inf
t1_xboole_0,t57_xboole_1,inf
t1_xboole_0,t10_xboole_1,inf
t1_xboole_0,t4_xboole_0,5.333333333333333
t1_xboole_0,t16_xboole_1,inf
t1_xboole_0,rc2_xboole_0,inf
t1_xboole_0,d4_xboole_0,0.8888888888888888
t1_xboole_0,t24_xboole_1,inf
t1_xboole_0,dt_k4_xboole_0,inf
t1_xboole_0,l36_xboole_1,inf
t1_xboole_0,d10_xboole_0,inf
t1_xboole_0,t19_xboole_1,inf
t1_xboole_0,t43_xboole_1,inf
t1_xboole_0,t26_xboole_1,inf
t1_xboole_0,t13_xboole_1,inf
t1_xboole_0,t6_boole,inf
t1_xboole_0,l32_xboole_1,inf
t1_xboole_0,l13_xboole_0,inf
t1_xboole_0,t54_xboole_1,inf
t1_xboole_0,t2_boole,inf
t1_xboole_0,d2_xboole_0,inf
t1_xboole_0,t31_xboole_1,inf
t1_xboole_0,t30_xboole_1,inf
t1_xboole_0,t18_xboole_1,inf
t1_xboole_0,t52_xboole_1,inf
t1_xboole_0,t3_xboole_0,1.0
t1_xboole_0,t55_xboole_1,inf
t1_xboole_0,t12_xboole_1,inf
t1_xboole_0,d7_xboole_0,inf
t1_xboole_0,t67_xboole_1,inf
t1_xboole_0,antisymmetry_r2_hidden,0.6666666666666666
t1_xboole_0,t7_xboole_0,inf
t1_xboole_0,t4_boole,inf
t1_xboole_0,t69_xboole_1,inf
t14_xboole_1,t29_xboole_1,4.8
t14_xboole_1,antisymmetry_r2_xboole_0,inf
t14_xboole_1,t44_xboole_1,2.4
t14_xboole_1,t2_xboole_0,96.0
t14_xboole_1,t45_xboole_1,0.6666666666666666
t14_xboole_1,t6_xboole_0,inf
t14_xboole_1,fc5_xboole_0,inf
t14_xboole_1,t56_xboole_1,inf
t14_xboole_1,fc4_xboole_0,inf
t14_xboole_1,t11_xboole_1,1.2
t14_xboole_1,t60_xboole_1,0.0
t14_xboole_1,t35_xboole_1,1.6
t14_xboole_1,d6_xboole_0,36.0
t14_xboole_1,t15_xboole_1,30.0
t14_xboole_1,l58_xboole_1,0.0
t14_xboole_1,t33_xboole_1,2.4
t14_xboole_1,commutativity_k5_xboole_0,36.0
t14_xboole_1,irreflexivity_r2_xboole_0,inf
t14_xboole_1,t57_xboole_1,inf
t14_xboole_1,t10_xboole_1,1.2
t14_xboole_1,t4_xboole_0,inf
t14_xboole_1,t16_xboole_1,36.0
t14_xboole_1,rc2_xboole_0,inf
t14_xboole_1,d4_xboole_0,96.0
t14_xboole_1,t24_xboole_1,60.0
t14_xboole_1,dt_k4_xboole_0,inf
t14_xboole_1,l36_xboole_1,48.0
t14_xboole_1,d10_xboole_0,0.2975206611570248
t14_xboole_1,t19_xboole_1,0.8
t14_xboole_1,t43_xboole_1,2.4
t14_xboole_1,t26_xboole_1,2.4
t14_xboole_1,t13_xboole_1,1.6
t14_xboole_1,t6_boole,48.0
t14_xboole_1,l32_xboole_1,2.0
t14_xboole_1,l13_xboole_0,48.0
t14_xboole_1,t54_xboole_1,48.0
t14_xboole_1,t2_boole,48.0
t14_xboole_1,d2_xboole_0,36.0
t14_xboole_1,t31_xboole_1,7.2
t14_xboole_1,t30_xboole_1,3.3333333333333335
t14_xboole_1,t18_xboole_1,1.2
t14_xboole_1,t52_xboole_1,36.0
t14_xboole_1,t3_xboole_0,inf
t14_xboole_1,t55_xboole_1,60.0
t14_xboole_1,t12_xboole_1,1.6223182391836424
t14_xboole_1,d7_xboole_0,72.0
t14_xboole_1,t67_xboole_1,0.7933884297520661
t14_xboole_1,antisymmetry_r2_hidden,inf
t14_xboole_1,t7_xboole_0,24.0
t14_xboole_1,t4_boole,48.0
t14_xboole_1,t69_xboole_1,0.0
t29_xboole_1,antisymmetry_r2_xboole_0,inf
t29_xboole_1,t44_xboole_1,4.709330879517715
t29_xboole_1,t2_xboole_0,inf
t29_xboole_1,t45_xboole_1,8.0
t29_xboole_1,t6_xboole_0,inf
t29_xboole_1,fc5_xboole_0,inf
t29_xboole_1,t56_xboole_1,inf
t29_xboole_1,fc4_xboole_0,inf
t29_xboole_1,t11_xboole_1,5.0
t29_xboole_1,t60_xboole_1,8.0
t29_xboole_1,t35_xboole_1,5.333333333333333
t29_xboole_1,d6_xboole_0,inf
t29_xboole_1,t15_xboole_1,inf
t29_xboole_1,l58_xboole_1,12.0
t29_xboole_1,t33_xboole_1,6.0
t29_xboole_1,commutativity_k5_xboole_0,inf
t29_xboole_1,irreflexivity_r2_xboole_0,inf
t29_xboole_1,t57_xboole_1,inf
t29_xboole_1,t10_xboole_1,3.709330879517715
t29_xboole_1,t4_xboole_0,inf
t29_xboole_1,t16_xboole_1,inf
t29_xboole_1,rc2_xboole_0,inf
t29_xboole_1,d4_xboole_0,inf
t29_xboole_1,t24_xboole_1,inf
t29_xboole_1,dt_k4_xboole_0,inf
t29_xboole_1,l36_xboole_1,inf
t29_xboole_1,d10_xboole_0,6.0
t29_xboole_1,t19_xboole_1,4.666666666666667
t29_xboole_1,t43_xboole_1,4.709330879517715
t29_xboole_1,t26_xboole_1,4.4334773587754635
t29_xboole_1,t13_xboole_1,4.28898490585031
t29_xboole_1,t6_boole,inf
t29_xboole_1,l32_xboole_1,8.0
t29_xboole_1,l13_xboole_0,inf
t29_xboole_1,t54_xboole_1,inf
t29_xboole_1,t2_boole,inf
t29_xboole_1,d2_xboole_0,inf
t29_xboole_1,t31_xboole_1,8.47924804562597
t29_xboole_1,t30_xboole_1,8.0
t29_xboole_1,t18_xboole_1,5.0
t29_xboole_1,t52_xboole_1,inf
t29_xboole_1,t3_xboole_0,inf
t29_xboole_1,t55_xboole_1,inf
t29_xboole_1,t12_xboole_1,8.0
t29_xboole_1,d7_xboole_0,inf
t29_xboole_1,t67_xboole_1,8.0
t29_xboole_1,antisymmetry_r2_hidden,inf
t29_xboole_1,t7_xboole_0,inf
t29_xboole_1,t4_boole,inf
t29_xboole_1,t69_xboole_1,12.0
antisymmetry_r2_xboole_0,t44_xboole_1,inf
antisymmetry_r2_xboole_0,t2_xboole_0,inf
antisymmetry_r2_xboole_0,t45_xboole_1,inf
antisymmetry_r2_xboole_0,t6_xboole_0,0.0
antisymmetry_r2_xboole_0,fc5_xboole_0,inf
antisymmetry_r2_xboole_0,t56_xboole_1,0.0
antisymmetry_r2_xboole_0,fc4_xboole_0,inf
antisymmetry_r2_xboole_0,t11_xboole_1,inf
antisymmetry_r2_xboole_0,t60_xboole_1,0.0
antisymmetry_r2_xboole_0,t35_xboole_1,inf
antisymmetry_r2_xboole_0,d6_xboole_0,inf
antisymmetry_r2_xboole_0,t15_xboole_1,inf
antisymmetry_r2_xboole_0,l58_xboole_1,0.0
antisymmetry_r2_xboole_0,t33_xboole_1,inf
antisymmetry_r2_xboole_0,commutativity_k5_xboole_0,inf
antisymmetry_r2_xboole_0,irreflexivity_r2_xboole_0,2.1972245773362196
antisymmetry_r2_xboole_0,t57_xboole_1,0.0
antisymmetry_r2_xboole_0,t10_xboole_1,inf
antisymmetry_r2_xboole_0,t4_xboole_0,inf
antisymmetry_r2_xboole_0,t16_xboole_1,inf
antisymmetry_r2_xboole_0,rc2_xboole_0,inf
antisymmetry_r2_xboole_0,d4_xboole_0,inf
antisymmetry_r2_xboole_0,t24_xboole_1,inf
antisymmetry_r2_xboole_0,dt_k4_xboole_0,inf
antisymmetry_r2_xboole_0,l36_xboole_1,inf
antisymmetry_r2_xboole_0,d10_xboole_0,inf
antisymmetry_r2_xboole_0,t19_xboole_1,inf
antisymmetry_r2_xboole_0,t43_xboole_1,inf
antisymmetry_r2_xboole_0,t26_xboole_1,inf
antisymmetry_r2_xboole_0,t13_xboole_1,inf
antisymmetry_r2_xboole_0,t6_boole,inf
antisymmetry_r2_xboole_0,l32_xboole_1,inf
antisymmetry_r2_xboole_0,l13_xboole_0,inf
antisymmetry_r2_xboole_0,t54_xboole_1,inf
antisymmetry_r2_xboole_0,t2_boole,inf
antisymmetry_r2_xboole_0,d2_xboole_0,inf
antisymmetry_r2_xboole_0,t31_xboole_1,inf
antisymmetry_r2_xboole_0,t30_xboole_1,inf
antisymmetry_r2_xboole_0,t18_xboole_1,inf
antisymmetry_r2_xboole_0,t52_xboole_1,inf
antisymmetry_r2_xboole_0,t3_xboole_0,inf
antisymmetry_r2_xboole_0,t55_xboole_1,inf
antisymmetry_r2_xboole_0,t12_xboole_1,inf
antisymmetry_r2_xboole_0,d7_xboole_0,inf
antisymmetry_r2_xboole_0,t67_xboole_1,inf
antisymmetry_r2_xboole_0,antisymmetry_r2_hidden,inf
antisymmetry_r2_xboole_0,t7_xboole_0,inf
antisymmetry_r2_xboole_0,t4_boole,inf
antisymmetry_r2_xboole_0,t69_xboole_1,inf
t44_xboole_1,t2_xboole_0,inf
t44_xboole_1,t45_xboole_1,4.0
t44_xboole_1,t6_xboole_0,inf
t44_xboole_1,fc5_xboole_0,inf
t44_xboole_1,t56_xboole_1,inf
t44_xboole_1,fc4_xboole_0,inf
t44_xboole_1,t11_xboole_1,3.0
t44_xboole_1,t60_xboole_1,4.0
t44_xboole_1,t35_xboole_1,2.6666666666666665
t44_xboole_1,d6_xboole_0,inf
t44_xboole_1,t15_xboole_1,inf
t44_xboole_1,l58_xboole_1,6.0
t44_xboole_1,t33_xboole_1,3.3546654397588576
t44_xboole_1,commutativity_k5_xboole_0,inf
t44_xboole_1,irreflexivity_r2_xboole_0,inf
t44_xboole_1,t57_xboole_1,inf
t44_xboole_1,t10_xboole_1,2.0
t44_xboole_1,t4_xboole_0,inf
t44_xboole_1,t16_xboole_1,inf
t44_xboole_1,rc2_xboole_0,inf
t44_xboole_1,d4_xboole_0,inf
t44_xboole_1,t24_xboole_1,inf
t44_xboole_1,dt_k4_xboole_0,inf
t44_xboole_1,l36_xboole_1,inf
t44_xboole_1,d10_xboole_0,3.0
t44_xboole_1,t19_xboole_1,2.6666666666666665
t44_xboole_1,t43_xboole_1,2.0
t44_xboole_1,t26_xboole_1,4.0
t44_xboole_1,t13_xboole_1,2.6666666666666665
t44_xboole_1,t6_boole,inf
t44_xboole_1,l32_xboole_1,4.0
t44_xboole_1,l13_xboole_0,inf
t44_xboole_1,t54_xboole_1,inf
t44_xboole_1,t2_boole,inf
t44_xboole_1,d2_xboole_0,inf
t44_xboole_1,t31_xboole_1,6.0
t44_xboole_1,t30_xboole_1,4.0
t44_xboole_1,t18_xboole_1,3.0
t44_xboole_1,t52_xboole_1,inf
t44_xboole_1,t3_xboole_0,inf
t44_xboole_1,t55_xboole_1,inf
t44_xboole_1,t12_xboole_1,4.0
t44_xboole_1,d7_xboole_0,inf
t44_xboole_1,t67_xboole_1,4.0
t44_xboole_1,antisymmetry_r2_hidden,inf
t44_xboole_1,t7_xboole_0,inf
t44_xboole_1,t4_boole,inf
t44_xboole_1,t69_xboole_1,6.0
t2_xboole_0,t45_xboole_1,54.47122488854955
t2_xboole_0,t6_xboole_0,0.0
t2_xboole_0,fc5_xboole_0,inf
t2_xboole_0,t56_xboole_1,inf
t2_xboole_0,fc4_xboole_0,inf
t2_xboole_0,t11_xboole_1,inf
t2_xboole_0,t60_xboole_1,inf
t2_xboole_0,t35_xboole_1,inf
t2_xboole_0,d6_xboole_0,32.0
t2_xboole_0,t15_xboole_1,20.0
t2_xboole_0,l58_xboole_1,inf
t2_xboole_0,t33_xboole_1,inf
t2_xboole_0,commutativity_k5_xboole_0,13.674647036141721
t2_xboole_0,irreflexivity_r2_xboole_0,inf
t2_xboole_0,t57_xboole_1,inf
t2_xboole_0,t10_xboole_1,inf
t2_xboole_0,t4_xboole_0,5.333333333333333
t2_xboole_0,t16_xboole_1,24.0
t2_xboole_0,rc2_xboole_0,inf
t2_xboole_0,d4_xboole_0,0.64
t2_xboole_0,t24_xboole_1,40.0
t2_xboole_0,dt_k4_xboole_0,inf
t2_xboole_0,l36_xboole_1,40.0
t2_xboole_0,d10_xboole_0,24.0
t2_xboole_0,t19_xboole_1,inf
t2_xboole_0,t43_xboole_1,inf
t2_xboole_0,t26_xboole_1,inf
t2_xboole_0,t13_xboole_1,inf
t2_xboole_0,t6_boole,32.0
t2_xboole_0,l32_xboole_1,48.0
t2_xboole_0,l13_xboole_0,32.0
t2_xboole_0,t54_xboole_1,40.0
t2_xboole_0,t2_boole,32.0
t2_xboole_0,d2_xboole_0,24.0
t2_xboole_0,t31_xboole_1,inf
t2_xboole_0,t30_xboole_1,80.0
t2_xboole_0,t18_xboole_1,inf
t2_xboole_0,t52_xboole_1,40.0
t2_xboole_0,t3_xboole_0,0.0
t2_xboole_0,t55_xboole_1,48.0
t2_xboole_0,t12_xboole_1,38.935637740407415
t2_xboole_0,d7_xboole_0,48.0
t2_xboole_0,t67_xboole_1,64.0
t2_xboole_0,antisymmetry_r2_hidden,0.0
t2_xboole_0,t7_xboole_0,16.0
t2_xboole_0,t4_boole,32.0
t2_xboole_0,t69_xboole_1,inf
t45_xboole_1,t6_xboole_0,inf
t45_xboole_1,fc5_xboole_0,inf
t45_xboole_1,t56_xboole_1,inf
t45_xboole_1,fc4_xboole_0,inf
t45_xboole_1,t11_xboole_1,2.0
t45_xboole_1,t60_xboole_1,0.0
t45_xboole_1,t35_xboole_1,2.6666666666666665
t45_xboole_1,d6_xboole_0,15.158449301123616
t45_xboole_1,t15_xboole_1,15.432194917329277
t45_xboole_1,l58_xboole_1,0.0
t45_xboole_1,t33_xboole_1,4.0
t45_xboole_1,commutativity_k5_xboole_0,17.246583612521167
t45_xboole_1,irreflexivity_r2_xboole_0,inf
t45_xboole_1,t57_xboole_1,inf
t45_xboole_1,t10_xboole_1,2.0
t45_xboole_1,t4_xboole_0,inf
t45_xboole_1,t16_xboole_1,17.246583612521167
t45_xboole_1,rc2_xboole_0,inf
t45_xboole_1,d4_xboole_0,54.47122488854955
t45_xboole_1,t24_xboole_1,24.848433477861008
t45_xboole_1,dt_k4_xboole_0,inf
t45_xboole_1,l36_xboole_1,39.440506712397685
t45_xboole_1,d10_xboole_0,3.4228747875901653
t45_xboole_1,t19_xboole_1,1.3333333333333333
t45_xboole_1,t43_xboole_1,4.0
t45_xboole_1,t26_xboole_1,4.0
t45_xboole_1,t13_xboole_1,2.6666666666666665
t45_xboole_1,t6_boole,27.235612444274775
t45_xboole_1,l32_xboole_1,8.623291806260584
t45_xboole_1,l13_xboole_0,27.235612444274775
t45_xboole_1,t54_xboole_1,39.440506712397685
t45_xboole_1,t2_boole,21.010584149511022
t45_xboole_1,d2_xboole_0,17.246583612521167
t45_xboole_1,t31_xboole_1,12.0
t45_xboole_1,t30_xboole_1,12.424216738930504
t45_xboole_1,t18_xboole_1,2.0
t45_xboole_1,t52_xboole_1,20.53724872554099
t45_xboole_1,t3_xboole_0,inf
t45_xboole_1,t55_xboole_1,20.53724872554099
t45_xboole_1,t12_xboole_1,8.47924804562597
t45_xboole_1,d7_xboole_0,34.493167225042335
t45_xboole_1,t67_xboole_1,6.05235832094995
t45_xboole_1,antisymmetry_r2_hidden,inf
t45_xboole_1,t7_xboole_0,13.617806222137387
t45_xboole_1,t4_boole,21.010584149511022
t45_xboole_1,t69_xboole_1,0.0
t6_xboole_0,fc5_xboole_0,inf
t6_xboole_0,t56_xboole_1,0.0
t6_xboole_0,fc4_xboole_0,inf
t6_xboole_0,t11_xboole_1,inf
t6_xboole_0,t60_xboole_1,0.0
t6_xboole_0,t35_xboole_1,inf
t6_xboole_0,d6_xboole_0,inf
t6_xboole_0,t15_xboole_1,inf
t6_xboole_0,l58_xboole_1,0.0
t6_xboole_0,t33_xboole_1,inf
t6_xboole_0,commutativity_k5_xboole_0,inf
t6_xboole_0,irreflexivity_r2_xboole_0,6.591673732008658
t6_xboole_0,t57_xboole_1,0.0
t6_xboole_0,t10_xboole_1,inf
t6_xboole_0,t4_xboole_0,6.0
t6_xboole_0,t16_xboole_1,inf
t6_xboole_0,rc2_xboole_0,inf
t6_xboole_0,d4_xboole_0,0.0
t6_xboole_0,t24_xboole_1,inf
t6_xboole_0,dt_k4_xboole_0,inf
t6_xboole_0,l36_xboole_1,inf
t6_xboole_0,d10_xboole_0,inf
t6_xboole_0,t19_xboole_1,inf
t6_xboole_0,t43_xboole_1,inf
t6_xboole_0,t26_xboole_1,inf
t6_xboole_0,t13_xboole_1,inf
t6_xboole_0,t6_boole,inf
t6_xboole_0,l32_xboole_1,inf
t6_xboole_0,l13_xboole_0,inf
t6_xboole_0,t54_xboole_1,inf
t6_xboole_0,t2_boole,inf
t6_xboole_0,d2_xboole_0,inf
t6_xboole_0,t31_xboole_1,inf
t6_xboole_0,t30_xboole_1,inf
t6_xboole_0,t18_xboole_1,inf
t6_xboole_0,t52_xboole_1,inf
t6_xboole_0,t3_xboole_0,0.0
t6_xboole_0,t55_xboole_1,inf
t6_xboole_0,t12_xboole_1,inf
t6_xboole_0,d7_xboole_0,inf
t6_xboole_0,t67_xboole_1,inf
t6_xboole_0,antisymmetry_r2_hidden,0.0
t6_xboole_0,t7_xboole_0,inf
t6_xboole_0,t4_boole,inf
t6_xboole_0,t69_xboole_1,inf
fc5_xboole_0,t56_xboole_1,inf
fc5_xboole_0,fc4_xboole_0,1.0
fc5_xboole_0,t11_xboole_1,inf
fc5_xboole_0,t60_xboole_1,inf
fc5_xboole_0,t35_xboole_1,inf
fc5_xboole_0,d6_xboole_0,inf
fc5_xboole_0,t15_xboole_1,inf
fc5_xboole_0,l58_xboole_1,inf
fc5_xboole_0,t33_xboole_1,inf
fc5_xboole_0,commutativity_k5_xboole_0,inf
fc5_xboole_0,irreflexivity_r2_xboole_0,inf
fc5_xboole_0,t57_xboole_1,inf
fc5_xboole_0,t10_xboole_1,inf
fc5_xboole_0,t4_xboole_0,inf
fc5_xboole_0,t16_xboole_1,inf
fc5_xboole_0,rc2_xboole_0,1.0
fc5_xboole_0,d4_xboole_0,inf
fc5_xboole_0,t24_xboole_1,inf
fc5_xboole_0,dt_k4_xboole_0,inf
fc5_xboole_0,l36_xboole_1,inf
fc5_xboole_0,d10_xboole_0,inf
fc5_xboole_0,t19_xboole_1,inf
fc5_xboole_0,t43_xboole_1,inf
fc5_xboole_0,t26_xboole_1,inf
fc5_xboole_0,t13_xboole_1,inf
fc5_xboole_0,t6_boole,2.0
fc5_xboole_0,l32_xboole_1,inf
fc5_xboole_0,l13_xboole_0,2.0
fc5_xboole_0,t54_xboole_1,inf
fc5_xboole_0,t2_boole,inf
fc5_xboole_0,d2_xboole_0,inf
fc5_xboole_0,t31_xboole_1,inf
fc5_xboole_0,t30_xboole_1,inf
fc5_xboole_0,t18_xboole_1,inf
fc5_xboole_0,t52_xboole_1,inf
fc5_xboole_0,t3_xboole_0,inf
fc5_xboole_0,t55_xboole_1,inf
fc5_xboole_0,t12_xboole_1,inf
fc5_xboole_0,d7_xboole_0,inf
fc5_xboole_0,t67_xboole_1,inf
fc5_xboole_0,antisymmetry_r2_hidden,inf
fc5_xboole_0,t7_xboole_0,inf
fc5_xboole_0,t4_boole,inf
fc5_xboole_0,t69_xboole_1,3.0
t56_xboole_1,fc4_xboole_0,inf
t56_xboole_1,t11_xboole_1,inf
t56_xboole_1,t60_xboole_1,0.0
t56_xboole_1,t35_xboole_1,inf
t56_xboole_1,d6_xboole_0,inf
t56_xboole_1,t15_xboole_1,inf
t56_xboole_1,l58_xboole_1,0.0
t56_xboole_1,t33_xboole_1,inf
t56_xboole_1,commutativity_k5_xboole_0,inf
t56_xboole_1,irreflexivity_r2_xboole_0,2.929632769781626
t56_xboole_1,t57_xboole_1,0.0
t56_xboole_1,t10_xboole_1,inf
t56_xboole_1,t4_xboole_0,inf
t56_xboole_1,t16_xboole_1,inf
t56_xboole_1,rc2_xboole_0,inf
t56_xboole_1,d4_xboole_0,inf
t56_xboole_1,t24_xboole_1,inf
t56_xboole_1,dt_k4_xboole_0,inf
t56_xboole_1,l36_xboole_1,inf
t56_xboole_1,d10_xboole_0,inf
t56_xboole_1,t19_xboole_1,inf
t56_xboole_1,t43_xboole_1,inf
t56_xboole_1,t26_xboole_1,inf
t56_xboole_1,t13_xboole_1,inf
t56_xboole_1,t6_boole,inf
t56_xboole_1,l32_xboole_1,inf
t56_xboole_1,l13_xboole_0,inf
t56_xboole_1,t54_xboole_1,inf
t56_xboole_1,t2_boole,inf
t56_xboole_1,d2_xboole_0,inf
t56_xboole_1,t31_xboole_1,inf
t56_xboole_1,t30_xboole_1,inf
t56_xboole_1,t18_xboole_1,inf
t56_xboole_1,t52_xboole_1,inf
t56_xboole_1,t3_xboole_0,inf
